,id,artist,title,album,popularity,artist_ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
551,5YWEAI8xeFEFFG7NERiapL,Lil Yachty,DipSet,Summer Songs 2,40,"6icQOAFXDZKsumw3YXyusw, 4DdkRBBYG6Yk9Ka8tdJ9BW",0.772,0.55,1,-6.914,1,0.166,0.459,0.0,0.229,0.148,114.941,172907,4
552,1VGwS7LKepee1bPPom5Qan,reezy,MY LITTLE SUNSHINE,MY LITTLE SUNSHINE,53,1ul8iLt2WnFe2UIyovjg7q,0.841,0.554,5,-6.799,0,0.119,0.129,7.94e-06,0.136,0.368,107.027,172267,4
553,0N8zvlUMfAy3Au9eqeT4wS,Spice 1,In My Neighborhood,Spice 1,26,4TqmaFJYM8SvuhrunxpmT3,0.811,0.487,7,-13.012,1,0.309,0.0106,0.0,0.239,0.649,88.965,222493,4
554,5RGyUMahvLvs62aheHvkNy,San Holo,They Just Haven't Seen It,New Sky,44,"0jNDKefhfSbLR9sFvcPLHo, 2HOeKK6JSrvz00FoQk0biZ",0.751,0.731,9,-4.896,0,0.0387,0.166,0.386,0.0743,0.266,136.978,320584,4
555,0VTVgYThIMfCI7b9Ih2Poc,midwxst,Sorry,Sorry,13,7CGSp2GbiOpLPSq61qjxf8,0.743,0.475,2,-12.162,1,0.221,0.0533,0.0248,0.0732,0.464,152.116,145345,4
556,0J29On70PkZ559Vijsy9Vk,Mogli the Iceburg,Ghost (feat. Oncue),Tumultu,12,"1SZikSUx9fZ2cUFjrmM6Sy, 4xqwWowzI5uXMzriFsfm78",0.559,0.586,9,-5.951,0,0.0438,0.0584,0.0,0.228,0.167,134.914,270222,3
557,77QScpB2OMJPRJqTmAyiVf,Abhi The Nomad,Me No Evil,Modern Trash,50,1gUi2utSbJLNPddYENJAp4,0.919,0.55,11,-13.554,0,0.0543,0.155,6.38e-05,0.164,0.945,105.999,165441,4
558,1OXEqFVyDTwaR1ePjqlfcC,Dj Weedim,Tounsi Freestyle part. 2 - Instrumental,Boulangerie Française vol.2 : Les Instrus,3,"1k0mwo8CyFp0ZlAGcu4LA7, 0QcZD8V0Ug1KINWBSyG0dB",0.773,0.579,2,-7.45,1,0.0489,0.0406,0.839,0.0969,0.254,148.064,214468,4
559,6lRlJhVBlXyo6cyRLglVG2,X-Raided,The Hole,"The Unforgiven, V.1: ...In The Beginning",20,3ROTuxpbVooOYY7OanW7No,0.835,0.564,8,-7.126,0,0.416,0.612,1.87e-06,0.0814,0.562,92.786,221360,4
560,4guC13dZQeN4SdJjp6BR11,Antipop Consortium,Ping Pong,Arrhythmia,21,4vSWMuZIpvFGdXOwth6JYz,0.838,0.575,1,-9.498,1,0.163,0.0474,0.000352,0.111,0.412,91.003,162947,4
561,1fxMSYVmtJhGv6cEaGbyJu,Erick Rincon,La Bamba,La Bamba,14,"2EU3cjIkOdu1nDo4dJZ7Ba, 7FyrtY79jiOXzAnVCGmegO, 4pp6PKB7hDh3LqQVuSrHTD",0.703,0.898,7,-3.686,1,0.0736,0.00182,0.000796,0.348,0.483,102.536,186400,4
562,5GXcES2AYxLQ0Upy2v0rPX,Radikal Chef,Freeriderz,"Freeride, Vol. 2",20,5Bdw1DlKOvAJkLbZ7Xb7Zq,0.814,0.765,11,-4.313,0,0.172,0.235,1.04e-06,0.156,0.206,110.027,183000,4
563,6DlrQcvUO7lg5vKgMZmG7F,JID,Mounted Up,DiCaprio 2,47,6U3ybJ9UHNKEdsH7ktGBZ7,0.741,0.606,8,-7.833,1,0.253,0.0195,0.000333,0.337,0.455,108.126,182582,5
564,4TWflhgevIGo448fWc6mQq,Offset,Red Room,FATHER OF 4,64,4DdkRBBYG6Yk9Ka8tdJ9BW,0.936,0.559,7,-8.587,0,0.157,0.479,0.0,0.128,0.527,112.347,241440,4
565,4oWrK9xXhYWR7q1FqIA9vY,Ńemy,Games Ova.,Games Ova.,2,6ndY59DhAU7zquTLkrCxB3,0.724,0.618,9,-6.596,0,0.205,0.239,4.62e-06,0.898,0.493,132.867,194584,4
566,5U3MWICGoIVVIR1N8CdCgd,YNW Melly,City Girls,We All Shine,62,1cNDP5yjU5vjeR8qMf4grg,0.631,0.688,0,-8.733,1,0.0438,0.127,0.0,0.105,0.383,139.922,173156,4
567,3l22LdPrly4VLeT4gexNyq,JOHNNASCUS,( ) [untitled_0016],(Untitled_0007-0020&0001),11,1Kvu06TxgDMSFkoYQEj6Rv,0.404,0.936,7,-1.567,1,0.488,0.000305,0.000691,0.102,0.153,94.21,253131,4
568,54U6wYIvLm14sCLTg4rJ6r,Maxo Kream,Whitney Houston,QuiccStrikes,35,6xS5PpBWaVYraexEkEjjXv,0.822,0.483,11,-8.676,1,0.148,0.055,0.0,0.342,0.253,148.057,193045,4
569,5i5t7p2w2d2OeXoFZ5nBi0,Donwill,salsoul,Suburban Sprawl,0,4GKJYGl0OAgmTcanZ1e7nr,0.726,0.734,7,-9.778,1,0.311,0.0664,0.0625,0.103,0.263,93.015,102323,4
570,0pdPGiXUcbAA81d4slgrw7,Worldcorp Enterprises,basement garbage,basement,11,1k81eoYWGi6fCvRUsFe6vQ,0.644,0.071,7,-40.065,1,0.175,0.758,0.717,0.109,0.297,94.014,182044,4
571,5N8F4lLAyQ067JPFcZ77Ik,GPC,5 neue Nummern,5 neue Nummern,19,"0h7qB0Tv5GCRFmrscLrELQ, 2ys9SAXsASXGKyUDTrHCQ2",0.791,0.511,2,-11.843,0,0.174,0.104,0.0202,0.101,0.451,157.015,183920,4
572,5f1l5W3gDcaxO5PfozV2wA,San Quinn,Shock The Party - featuring JT The Bigga Figga,The Hustle Continues,15,"4RmueWJt4rKOlM8O2AeYsv, 09ci97mGlIVzXxSRGEKPxl",0.79,0.791,4,-4.808,0,0.324,0.051,0.0,0.181,0.773,93.539,211800,4
573,0PkM8v1Bm23T2ZdQd8ydiM,Oxymoron,Borstal,Fuck the Nineties...Here's Our Noize,12,00Pr9IKkyFOeWNs6sVv2HS,0.406,0.97,0,-4.103,1,0.066,1.75e-05,1.82e-05,0.104,0.91,136.771,172067,4
574,0ajXGg87qUCJteI3R3WAdN,Andre Nickatina,Box Of Lucky Charms,Gun-Mouth 4 hire Horns and Halos #2,15,"7boQqq2hUcz9kHcQOecG4j, 4mPPxTpWqDR5rmOrTOh4nk",0.79,0.73,2,-6.084,1,0.228,0.187,0.00029,0.199,0.292,107.015,214573,4
575,06PsoXmmJ6Ix8B4hMEabrX,JID,Frequency Change,DiCaprio 2,40,6U3ybJ9UHNKEdsH7ktGBZ7,0.633,0.506,1,-16.808,1,0.863,0.47,0.0,0.959,0.784,70.128,59118,4
576,3lcnoqfkC1lVwt7iyMZctY,Sherman Edwards,1776: Is Anybody There?,1776 (Original Broadway Cast Recording),19,"6ohkL1JgD0Ggj2mfte1lJ1, 2DXl094mXreySYE0IiT2uL, 6kSSIddrp6LMEAUfbiacVv",0.418,0.318,0,-12.832,0,0.118,0.805,0.0,0.164,0.356,91.912,166333,3
577,2ebdO8PLeM3Jg7FRZ1i3IL,Gonzoe,C'est La Vie,If I Live and Nothing Happens,1,"7JtGUwNdBwxCuypR5vU8YH, 20QIiaVFOFCYDAvGXnNj2f",0.508,0.722,2,-5.894,1,0.464,0.00859,0.0,0.304,0.628,90.345,262467,4
578,4w8niZpiMy6qz1mntFA5uM,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",79,"540vIaP2JwjQb9dm3aArA4, 0C8ZW7ezQVs4URX5aX7Kqx, 1i8SpTcr7yvPOmcqrbnVXY, 4kYSro6naA4h99UJvo89HB",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
579,0kAJ94CyV1HNC13kqq0vvz,Richie Rich,Let's Ride,Seasoned Veteran,43,4hSGrfIm5xRloHXESKxrFd,0.746,0.738,0,-4.867,1,0.159,0.0143,0.0,0.128,0.653,88.917,275360,4
580,3M4BopyY1lODi4uBpSoDSQ,RL Grime,Tell Me,Tell Me,49,"5eIbEEQnDM8yuDVB0bimSP, 4AA8eXtzqh5ykxtafLaPOi",0.593,0.966,5,-2.85,0,0.0512,0.249,0.489,0.0936,0.274,140.051,281143,4
581,6L4rp9CET9EwPyB33b110Q,Nat King Cole,Let's Face The Music And Dance,Let's Face The Music,44,7v4imS0moSyGdXyLgVTIV7,0.413,0.461,5,-10.32,0,0.0464,0.571,0.0,0.105,0.773,106.889,144560,4
582,2t2a2WLqajUut8mhN302jw,Farazi V Kayra,Yangın I: Sakin,Hayalet Islığı,32,"5ayy4bftuQvE2xTCbCEufB, 44wLgA9gxORLwDGRvYpRBg, 5UqZ7BXoccyvTHyXLk1Pk3",0.261,0.586,7,-11.309,0,0.0413,0.00171,0.875,0.357,0.22,184.888,155760,4
583,74zY2ESpoW185PQGJmMqWq,The Jazz Epistles,Twelve Times Twelve,The Complete Recordings,3,"1IYgF18EhPCxlQPKxpZG9b, 1b3F5FI7TX4IWTNA4P1kWp, 6qshOTFUQhvYrza4Sc85Tl",0.508,0.318,7,-11.926,1,0.065,0.57,0.0,0.0964,0.759,171.808,452896,4
584,2R6FzaQEnmVJZ798FQgCEE,Curly Castro,Walking Razor,Tosh,1,0GvYGN5U1LNaLvW2OkzxNS,0.638,0.405,7,-14.378,1,0.284,0.0623,0.261,0.11,0.364,88.771,144360,4
585,4NqQaovM14WR2hNPMFxgjb,Bad Bunny,25/8,YHLQMDLG,74,4q3ewBCX7sLwd24euuV69X,0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,243276,4
586,2WiNuGZ8zSMYxBRI2QmEb1,K.A.A.N.,Phoenix,Eclectic Audio,53,6WSTevYt4rGwm8QPKQr7dU,0.75,0.81,4,-9.464,0,0.0882,0.0438,0.0,0.0794,0.122,119.998,180000,4
587,6gxrSDwDlBtaNjaNZxpEcD,Xcese,Come callao,Come callao,8,6q0a8EJVDLXee3CE2FHpIv,0.686,0.775,10,-1.932,0,0.189,0.28,0.00012,0.131,0.317,148.108,217297,4
588,5igRluU09ypAN7EWfPbhaR,ILL Bill,Gangsta Rap,Howie Made Me Do It,15,1mMjwoytmHP5dTJbIQxN4V,0.736,0.817,10,-5.809,0,0.226,0.0422,0.00525,0.0998,0.789,91.678,167080,4
589,4fHRUyNTNVD0HRe4YPYA4m,Kid Cudi,Immortal,Indicud,55,0fA0VVWsXO9YnASrzqfmYu,0.581,0.925,0,-1.99,1,0.455,0.168,6.51e-06,0.49,0.515,84.921,301840,4
590,6vtiGxLoAzB2mO1Blqxp2P,Odd Squad,Trip Tip,Fadanuf Fa Erybody,3,1Pf8zpKpjCeqTAvcU9tmai,0.775,0.518,6,-10.364,1,0.438,0.258,0.0,0.214,0.721,95.412,39280,4
591,4eZZEug8FauICV9Mut6JpO,1takejay,Choose Up,Wait Hol Up,25,6vCAhgYcKSL1curqoT6eNu,0.595,0.878,10,-5.009,0,0.0558,0.00809,0.0,0.101,0.404,98.445,197045,4
592,3suULpJ6RZ4GGGZI66Atbb,Isaac Zale,She's Ready,Songs to Drown To,10,"6RPLfI95V4juSTtpBumiWk, 5aQcwghOfyd6FLSSBZF0xM",0.785,0.604,11,-8.382,1,0.268,0.494,8.84e-06,0.118,0.483,149.942,185036,4
593,74Po72WzMC7GWysYuWHIha,Krisiun,Cursed Scrolls,Conquerors of Armageddon,13,3pzAW9xs16rX8fukH8wV6N,0.259,0.991,1,-5.634,1,0.163,2.09e-06,0.911,0.266,0.0677,124.049,238947,4
594,4aAokv2h4Myptei9WQGpok,Blaze Foley,Let Me Ride in Your Big Cadillac,Blaze (Original Soundtrack),23,"1TlScGwN8MmIZ7kIYGjSZA, 56J25khUgBaPo3CXMztWTg",0.584,0.82,5,-4.411,1,0.0326,0.141,1.98e-06,0.13,0.733,103.965,222587,4
595,1z3ZeJcueOM0aKr3ucQb0k,Woodie,The Way You Feel (Feat. Shadow & Lil Los),Life Storiez: Vol.1,35,"6g7GKvWrVUEBFuKqVZg7b6, 2lf0FYOB52skJWouVr7orA, 6DjKZIg3E28qhaTyxMUQeN",0.689,0.836,2,-5.734,1,0.267,0.483,0.0,0.266,0.699,164.123,327373,4
596,714NF6GBXnSzH1tJU4zTyx,Eshon Burgundy,Dead Letter,The Passover,15,25VsRrXJg8wvvMSSVwmp8E,0.674,0.574,1,-9.51,1,0.258,0.262,0.0,0.107,0.151,97.941,230899,4
597,3ilSPBAB5v92bDyiPhwyfb,Paxquiao,Hood Love,Dodgin the Raindrops,9,"1YhthHHCDrrokQ3xsYImWd, 5ZI5pbnKxA6Qy1fVNsjCp0, 3KT0gxRAAb4WbAfOGMq4Lf",0.669,0.624,10,-9.397,0,0.36,0.0148,1.08e-05,0.0953,0.722,145.098,198687,4
598,2HkCqRRdmL9HjPYPiVrPGD,Myka 9,Good Old Smokey (My Kanine),Years (2009-2019),3,"07tB6knv7c0JsSbkfV5iZd, 68XL9b5CHwRP50KMcVGl33",0.737,0.462,3,-11.73,0,0.232,0.883,0.0,0.135,0.804,120.987,182520,4
599,0Lm6Svdx0HyIHei3a3OAFc,Peebs The Prophet,Ruthless,Ills of the Earth,17,3orf8fIyCMlFkLUeYK0DCi,0.769,0.651,5,-4.806,1,0.299,0.0412,0.0,0.104,0.574,87.945,231934,4
600,7xOcLb5ou7GvI3DOnL0xcL,MC Eiht,Fuc Your Hood,Death Threatz (feat. CMW),13,4XqfpACObRB5AsBcUYjL8X,0.747,0.745,10,-7.524,0,0.169,0.0343,9.05e-05,0.338,0.661,83.159,291800,4
601,1qP98BAtRqZ4OmYqt0vevB,Psyco M,Last Breath,Honneur,25,6DaPzXpwb2bmp3qwgXxpLt,0.825,0.72,0,-7.751,1,0.36,0.0526,0.0,0.0933,0.823,91.991,495438,4
602,2Zyk0on2N9vZyHueREwoJC,JID,Hasta Luego - Bonus,DiCaprio 2,51,6U3ybJ9UHNKEdsH7ktGBZ7,0.769,0.505,11,-6.882,0,0.252,0.0359,0.000106,0.107,0.297,140.063,221206,4
603,1aK48unXJMEnZ0ZOr8bJ3k,Wax,No Smoking In The House,Livin Foul,23,36kzCQhGfJzrLuZzrHweNV,0.666,0.771,7,-6.689,1,0.441,0.0402,0.0,0.196,0.711,92.745,624369,4
604,5AmrcwWNNRa3mUPFd8lqHe,Costa Gold,Pá Pá Pá Pá! - Intro,300,40,7q1aEytv83jXNECmyaMhgn,0.564,0.501,4,-13.936,0,0.655,0.439,0.0,0.0778,0.528,89.289,238017,3
605,6zxnqrGulVDgDodF9GAoqJ,Jadakiss,Put Yo Hood Up Remix,Part II,37,"5pnbUBPifNnlusY8kTBivi, 4Js9eYwAf9rypNtV8pNSw9, 2PJnn4tJWudLd15ps3QbW6, 5K6YsAKuRtcczPgxAdzc3B, 3ciRvbBIVz9fBoPbtSYq4x",0.67,0.927,9,-4.152,0,0.285,0.0152,0.0,0.706,0.822,150.06,311360,4
606,2M8n47Y5xnsOhwHo0R7cCc,Granuja,Untados,Untados,27,"5KBPxIED8ejHkvhs4KCzyS, 5Njezu4xqAnJWdyzDf5gW7, 38N7geKwv6xd2fESw199BD, 4RdDhaLXcAbihjh7haTXbB",0.796,0.506,1,-9.083,0,0.186,0.486,1.71e-05,0.101,0.702,86.986,233793,4
607,2cUN3qUbNazuCkwoe3KaRh,Primer Dan,La P por la Pose,Mal Clima,3,3oWpBxoY21p0IAj1DjZQ9P,0.71,0.631,1,-6.535,0,0.197,0.0803,0.0,0.823,0.474,85.455,234413,4
608,7nQPyDVuMHwOZRgjDhQkar,RL Grime,Aurora,Aurora,37,5eIbEEQnDM8yuDVB0bimSP,0.394,0.765,6,-4.2,0,0.0409,0.00696,0.874,0.0761,0.0368,140.062,260817,4
609,2dapYAJSDtcXASy734KoOg,Tropkillaz,Booty To The Bass,Braza Attack Vol.1,29,5bzWtCkjIAMgN93gLt56SO,0.695,0.951,11,-3.344,0,0.064,0.0855,0.792,0.16,0.897,74.985,186258,4
610,4LGUQ0u5GHlAkiOfOfuDAn,JOHNNASCUS,(untitled_0008) [,(Untitled_0007-0020&0001),13,1Kvu06TxgDMSFkoYQEj6Rv,0.315,0.97,7,-1.408,1,0.149,0.00106,0.532,0.132,0.071,180.024,131333,4
611,2ada2pkDF8JKXlrhJLxzV8,Wax,Outta My Mind,Continue,36,36kzCQhGfJzrLuZzrHweNV,0.61,0.812,0,-5.972,1,0.0548,0.00569,0.0,0.108,0.455,131.967,237572,4
612,0JJprhGv1nthWtKo4YnQmy,M V Z,Dead Beat Stroke,Dead Beat Stroke,0,6BLXt7qmCScUanELT71Slc,0.521,0.684,5,-8.271,0,0.0513,0.00952,0.465,0.235,0.438,134.984,224000,4
613,07EyrIrPpn4cmBjok7IiLM,Tedy Andreas,They Kno,They Kno,12,4OclyI0wdv5OLqcyOFGkh8,0.412,0.83,11,-7.722,0,0.45,0.0481,0.000219,0.503,0.372,180.075,150475,4
614,1zOxGz9KAffheylb9vsG67,Rich Homie Quan,Power,No Label Vol. 2,47,"5lHRUCqkQZCIWeX7xG4sYT, 50co4Is1HCEo8bhOyUWKpn",0.884,0.399,6,-4.61,0,0.67,0.361,0.0,0.112,0.27,138.952,188424,4
615,77tF8KUZbMVrNFCauV8U60,Casey Veggies,Time Machine/Numb To Hate (Interlude) [feat. Dame Don],Fresh Veggies 2,20,"0uFc6StTmJBvdHPZFDkdJy, 5Joy3NHmxKQGEOnjxtaMz3, 2hhBsDqdWWQYO71Vj3WRcL",0.718,0.71,1,-4.258,0,0.443,0.135,0.0,0.0889,0.553,128.023,432000,4
616,2HpTeB8DnVRkjrmPC188rw,Aetherboy1,Rave Skate,Afterglow,18,"2t0mfLjdNwJlV4U1maiSta, 509dS4Q0EfUQuG7KvaSsiz, 6BjYCKL0QaIMdLdkGZYEpK",0.432,0.984,1,-2.635,1,0.516,0.00492,0.00175,0.345,0.447,145.101,125641,4
617,2MdMxLxmfc9yrKAkKxEPwA,Woodie,Life of Sin,NORTHERN EXPOZURE VOL.2,15,6g7GKvWrVUEBFuKqVZg7b6,0.611,0.794,7,-3.632,1,0.0426,0.0885,0.00396,0.553,0.653,97.013,301053,4
618,1pY9poSeHmXD8lip6aTma9,Mistah F.A.B.,6 Shots,Amerikkka Dont Love Us,18,"55TH3aMMK1u2VsR8DPGC6D, 0sJOeCMBvIDiHJ9Ct5h7IF",0.704,0.719,11,-4.402,0,0.267,0.027,0.0,0.14,0.526,91.941,278128,4
619,6YVbCxw3Yqyj4dRomrXPhl,A$AP Ferg,Rubber Band Man (feat. Cam'ron),Still Striving,51,"5dHt1vcEm9qb8fCyLcB3HL, 7iMvwE8qANp3aIfAGKEAwS",0.652,0.905,1,-4.113,1,0.11,0.119,0.00346,0.109,0.265,156.051,205747,4
620,15mZpm7dj6D4rTQgsAgATN,at Wendys,Clownin,We Beefin?,20,1J7FJ24Zv99uUQqhYhwHFc,0.688,0.684,2,-8.477,1,0.163,0.132,2.77e-06,0.118,0.395,151.198,104083,4
621,6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,YHLQMDLG,83,4q3ewBCX7sLwd24euuV69X,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084,4
622,4hiUPw1qmAR6uxP8qEcNTz,redveil,Brother's Keeper,Bittersweet Cry,23,5BwsX8bXOFC1YnqSlyfOKM,0.548,0.94,1,-4.487,1,0.244,0.43,0.000114,0.606,0.345,141.191,122553,4
623,2LRjsd366hL9Qajn6XB6Oj,808INK,Roulette,An Artistic Piece,3,1eSFjbv86usit5ZF5ywtLf,0.437,0.657,6,-7.858,1,0.186,0.0464,0.408,0.106,0.47,80.755,194557,5
624,1MSY5BfSg3wmtUFmtSBjs5,Above The Law,Ballin',Livin' Like Hustlers,18,1YStXHRj5phGb2LGCudZ6N,0.67,0.697,11,-13.515,1,0.183,0.262,0.0,0.376,0.832,166.082,257133,4
625,6MatPOprfUgbQryTTymysZ,Dee Mula,Right Now,Caesar,14,3vMbThcZsIGHUmGb5YtFoY,0.613,0.629,1,-6.717,1,0.0654,0.0724,0.0,0.12,0.214,114.13,203151,4
626,4Hr0CZm0h4J5kgfvYO2218,Pastor Troy,Eternal Yard Dash,Face Off,19,3D04N2X2w6vUGeyG94FBaY,0.509,0.969,7,-2.374,1,0.257,0.0195,0.0,0.0416,0.439,107.547,251573,3
627,3pvmEX4OKW24noQadm7c5v,Dj Weedim,Univers sale,Boulangerie française Vol.2,19,"1k0mwo8CyFp0ZlAGcu4LA7, 2bbQRkTmEgKA1INGHeH7oT",0.821,0.667,4,-5.346,1,0.217,0.057,0.0,0.118,0.14,139.939,182157,4
628,7CVNrXjMgYet4RNd3il4UR,SpaceMan Zack,Wicked,Wicked,41,53dPePMlci6GqJXISlntSK,0.619,0.571,1,-5.582,1,0.0451,0.126,2.55e-06,0.11,0.179,90.876,155840,4
629,6eBcqZ3EJgamC3oFb1K3XD,Webbie,Whats Happenin',Savage Life 3,42,6aIm51fHkokqlJn2vzNTH8,0.601,0.779,4,-7.164,0,0.142,0.00594,0.0,0.288,0.43,159.987,287280,4
630,4f1qZtRca7k7jApgbDi2FJ,Zed Yun Pavarotti,Amoureuse,Beauseigne,42,2TM7WyJwjfD5wKyX9OtIWJ,0.581,0.683,6,-6.699,1,0.039,0.152,0.000384,0.0858,0.481,87.989,157445,4
631,4ftrQ8GTAk2oec6HNaghCu,E Money Bags,Esco Intro Ft. Nas,In E Money Bags We Trust,0,2GSNAiTUYum7b5fctq3WD0,0.816,0.409,1,-13.745,1,0.286,0.092,0.00201,0.202,0.966,87.818,23973,4
632,3ot2KtFYlfyZAL95LWFEzS,Dee Mula,Hell Yeah,Caesar,18,3vMbThcZsIGHUmGb5YtFoY,0.643,0.636,1,-5.655,0,0.198,0.00614,0.0,0.189,0.109,120.224,196882,4
633,422nasOaic1X8j5QdXB84g,Dido,No Freedom,Girl Who Got Away (Expanded Edition),45,2mpeljBig2IXLXRAFO9AAs,0.506,0.513,0,-7.889,1,0.0258,0.0534,2.01e-05,0.0999,0.385,176.04,196200,4
634,3LR0t8XqZ1FUj6nj01sXN0,Lil Yachty,Who Want The Smoke?,Who Want The Smoke?,51,"6icQOAFXDZKsumw3YXyusw, 4kYSro6naA4h99UJvo89HB, 4DdkRBBYG6Yk9Ka8tdJ9BW",0.899,0.751,11,-4.063,0,0.311,0.0732,0.0,0.127,0.636,140.029,198667,4
635,1BGfZ4rS190P0OJltdSp1u,MED,Cheaters (Episode #3) feat. Poke,Madlib Medicine Show #11: Low Budget High Fi Music,12,36zSkwftotDHslP3KUQpew,0.553,0.629,7,-10.249,0,0.138,0.024,0.217,0.59,0.554,82.946,176360,4
636,4quqXhsDf1UNWi3hD4SOVB,Herbal T,Descansa (feat. Yés),Lo-Fi Blow Dry,12,"14Re45nZLhVUv0Jl6RyAmf, 7AC976RDJzL2asmZuz7qil",0.796,0.91,5,-5.307,1,0.131,0.0497,0.0,0.105,0.728,118.493,180000,4
637,2KsfVaumILkoxBiaL5Jp3y,Butter Bullets,Prêt pour la guerre,Memento Mori,3,"5CMldmksskHkkH5CoGeY8m, 0QcZD8V0Ug1KINWBSyG0dB",0.838,0.774,5,-6.241,1,0.385,0.337,0.0,0.229,0.499,121.084,273719,4
638,3Hplw3fEimEIIzt0QyLYVw,Radikal Chef,Sisexynoajtakjekoniec,"Freeride, Vol. 2",25,5Bdw1DlKOvAJkLbZ7Xb7Zq,0.702,0.767,9,-4.836,0,0.0909,0.127,0.000766,0.191,0.167,147.946,235000,4
639,451vQIM21PbJ69BpCSq3Fe,Mr.Kitty,My Weak Side,Ephemeral,33,0pWwt5vGNzezEhfAcc420Y,0.541,0.935,11,-8.514,0,0.0398,0.000237,0.0577,0.0993,0.402,129.995,236312,4
640,2jey6aQoRNao7Ou9ftOXFC,Lil Yachty,she ready,Lil Boat 2,54,"6icQOAFXDZKsumw3YXyusw, 21WS9wngs9AqFckK7yYJPM",0.825,0.718,0,-3.482,1,0.0834,0.0572,0.0,0.104,0.689,145.03,185987,4
641,7g7raxdQpiLZT7aOlib4S1,Huncho Jack,Motorcycle Patches,"Huncho Jack, Jack Huncho",65,"6extd4B6hl8VTmnlhpl2bY, 0Y5tJX1MQlPlqiwlOH1tJY, 0VRj0yCOv2FXJNP47XQnx5",0.868,0.657,8,-4.853,1,0.113,0.0158,0.0,0.0995,0.436,162.867,191410,4
642,0OIVYnW9J89HmD8jzpqkby,Victor Xamã,Câmeras de Vigilância,V. E. C. G.,17,"6sLPSvN2Z4R1ndAS068ibP, 4ryh5Nh8amJTgzCXDgAs0y",0.768,0.471,4,-8.773,0,0.35,0.857,4.6e-06,0.199,0.401,84.993,161500,4
643,7rbbBUUxhBaeiRxZbIza3X,Flash Giordani,Xaniel Webster,Ocean of Lies,1,72p4Ib8eIBOJvaPYebydrf,0.492,0.665,1,-8.354,0,0.421,0.111,0.0,0.123,0.45,138.341,179592,4
644,3YGYLcinBAkUOoILS2iZnl,Berner,Wait for It (feat. The Game),The Big Pescado,43,"2lrtGWxNXWjd0JzDLKXubI, 0NbfKEOTQCcwd6o7wSDOHI",0.754,0.702,11,-7.168,0,0.033,0.0194,0.0,0.22,0.329,99.993,279344,4
645,7lH8d7ftQmPgR4REnQS2uu,TNGHT,Club Finger,II,22,"40jiZfvsiAi1aIarh5Z3d3, 5I0593TTVPzkanWW8xsTns, 6olWbKW2VLhFCHfOi0iEDb",0.727,0.911,9,-4.956,1,0.0558,0.0251,0.0636,0.197,0.934,185.955,173009,4
646,5gonaSa2qyUYmVTVHryADc,iLoveMemphis,"Left Foot, Right Foot (#HandsUpAnthem)","Left Foot, Right Foot (#HandsUpAnthem)",27,3GsIlcwgQDJVjHD82mbA0Z,0.832,0.589,6,-5.39,0,0.0791,8e-05,0.0,0.115,0.267,160.053,222735,4
647,4ZuQ8ZFcu4Sk7JOXBMf9CF,Noiseferatu,Encierro y Ausencias,Encierro y Ausencias,25,2Y3XKZXXGA7qPFrOjJqWgV,0.679,0.609,9,-7.208,0,0.193,0.616,1.82e-05,0.0931,0.342,88.008,135330,4
648,4gTL8PEuXy1UeaqR0lYV0V,Planet Asia,No Apologies,Black Belt Theatre,11,"7dGfoIWAb0h9eGpl3vEkVo, 2yQf6b8hxahZaT5dHlWaB1",0.568,0.834,6,-9.166,1,0.382,0.0113,0.0,0.0959,0.413,87.87,159080,4
649,1AEojplZ2XrP48q96aPLtu,Jamie Foxx,Like A Drum (feat. Wale),Hollywood: A Story of a Dozen Roses (Deluxe Version),34,"7LnaAXbDVIL75IVPnndf7w, 67nwj3Y5sZQLl72VNUHEYE",0.789,0.352,8,-10.073,1,0.0459,0.0836,6.32e-05,0.257,0.213,105.999,356173,4
650,2xxjEiPk6otVNCZLntBO6E,Pen Gutt,demoner,HOLD DEG I VARMEN,14,"134vxVpC78AGeTmoApYQKD, 2yp4GABH4aAZXHMOFefkW2",0.887,0.581,11,-9.187,0,0.272,0.0952,0.0245,0.291,0.36,95.969,203560,4
651,5s7QQ6PxeMyz3wggjiYde2,MC Eiht,Ain't Nuthin' To It,Death Threatz (feat. CMW),19,4XqfpACObRB5AsBcUYjL8X,0.765,0.718,1,-6.705,1,0.129,0.0752,0.0,0.306,0.63,87.178,313467,4
652,3BosWOTe1gY4yRP9rfcP64,Homeboy Sandman,The Gut,Humble Pi,29,"5s1QeAf7U5ELP9PTeLaicb, 4LSixDzXl43EzlPU2EydWs",0.448,0.924,10,-10.796,0,0.304,0.209,7.02e-05,0.113,0.373,83.807,225293,4
